image_id,occlusion_level,is_correct
image_00104,95,1
image_00105,95,1
image_00106,95,1
image_00107,95,1
image_00108,95,1
image_00109,95,1
image_00110,95,0
image_00111,95,1
image_00112,95,0
image_00113,95,1
image_00114,95,1
image_00115,95,1
image_00116,95,1
image_00117,95,1
image_00118,95,1
image_00119,95,1
image_00120,95,1
image_00121,95,1
image_00122,95,1
image_00123,95,1
image_00124,95,1
image_00125,95,1
image_00126,95,1
image_00127,95,1
image_00128,95,1
image_00129,95,1
image_00130,95,1
image_00131,95,1
image_00132,95,1
image_00133,95,1
image_00134,95,0
image_00135,95,1
image_00136,95,1
image_00137,95,1
image_00138,95,1
image_00139,95,1
image_00140,95,1
image_00141,95,1
image_00142,95,1
image_00143,95,1
image_00144,95,1
image_00145,95,1
image_00146,95,1
image_00147,95,1
image_00148,95,0
image_00149,95,0
image_00150,95,0
image_00151,95,0
image_00152,95,0
image_00153,95,0
image_00154,95,0
image_00155,95,0
image_00156,95,0
image_00157,95,0
image_00158,95,0
image_00159,95,0
image_00160,95,0
image_00161,95,0
image_00162,95,0
image_00163,95,0
image_00164,95,0
image_00165,95,0
image_00166,95,0
image_00167,95,0
image_00168,95,0
image_00169,95,0
image_00170,95,0
image_00171,95,0
image_00172,95,0
image_00173,95,0
image_00174,95,0
image_00175,95,0
image_00176,95,0
image_00177,95,0
image_00178,95,0
image_00179,95,0
image_00180,95,0
image_00181,95,0
image_00182,95,0
image_00183,95,0
image_00184,95,0
image_00185,95,0
image_00186,95,0
image_00187,95,0
image_00188,95,0
image_00189,95,0
image_00190,95,0
image_00191,95,0
image_00192,95,0
image_00193,95,0
image_00194,95,0
image_00195,95,0
