image_id,explainer,judge_model,SSMS_score,S,alpha,entropy,sparsity
image_00162,grad_cam,mobilenet_v2,1.0,24195.64453125,1.0737617015838623,10.697547912597656,0.07274394132653061
image_00163,grad_cam,resnet50,1.0,12090.9169921875,3.1498918533325195,10.051216125488281,0.5879504145408163
image_00163,grad_cam,mobilenet_v2,1.0,12090.9169921875,3.1498918533325195,10.051216125488281,0.5879504145408163
image_00164,grad_cam,resnet50,1.0,18731.33203125,1.6787203550338745,10.539449691772461,0.21504304846938777
image_00164,grad_cam,mobilenet_v2,1.0,18731.33203125,1.6787203550338745,10.539449691772461,0.21504304846938777
image_00165,grad_cam,resnet50,1.0,20288.255859375,1.473154902458191,10.615331649780273,0.0382453762755102
image_00165,grad_cam,mobilenet_v2,1.0,20288.255859375,1.473154902458191,10.615331649780273,0.0382453762755102
image_00166,grad_cam,resnet50,1.0,20019.5078125,1.5063552856445312,10.592984199523926,0.1546954719387755
image_00166,grad_cam,mobilenet_v2,1.0,20019.5078125,1.5063552856445312,10.592984199523926,0.1546954719387755
image_00167,grad_cam,resnet50,1.0,26639.474609375,0.8835206031799316,10.701461791992188,0.06236049107142857
image_00167,grad_cam,mobilenet_v2,1.0,26639.474609375,0.8835206031799316,10.701461791992188,0.06236049107142857
image_00168,grad_cam,resnet50,1.0,20943.712890625,1.3957548141479492,10.669251441955566,0.05725845025510204
image_00168,grad_cam,mobilenet_v2,0.0,20943.712890625,1.3957548141479492,10.669251441955566,0.05725845025510204
image_00169,grad_cam,resnet50,1.0,19504.21875,1.5725716352462769,10.594017028808594,0.13237404336734693
image_00169,grad_cam,mobilenet_v2,1.0,19504.21875,1.5725716352462769,10.594017028808594,0.13237404336734693
image_00170,grad_cam,resnet50,1.0,20389.50390625,1.4608739614486694,10.617510795593262,0.12781010841836735
image_00170,grad_cam,mobilenet_v2,1.0,20389.50390625,1.4608739614486694,10.617510795593262,0.12781010841836735
image_00171,grad_cam,resnet50,1.0,16432.765625,2.0534117221832275,10.482573509216309,0.25621811224489793
image_00171,grad_cam,mobilenet_v2,1.0,16432.765625,2.0534117221832275,10.482573509216309,0.25621811224489793
image_00172,grad_cam,resnet50,1.0,15845.6162109375,2.1665539741516113,10.455170631408691,0.27706473214285715
image_00172,grad_cam,mobilenet_v2,1.0,15845.6162109375,2.1665539741516113,10.455170631408691,0.27706473214285715
image_00173,grad_cam,resnet50,1.0,16270.6279296875,2.083839178085327,10.592185974121094,0.17038026147959184
image_00173,grad_cam,mobilenet_v2,1.0,16270.6279296875,2.083839178085327,10.592185974121094,0.17038026147959184
image_00174,grad_cam,resnet50,0.0,16032.431640625,2.1296563148498535,10.572671890258789,0.19624920280612246
image_00174,grad_cam,mobilenet_v2,0.0,16032.431640625,2.1296563148498535,10.572671890258789,0.19624920280612246
image_00175,grad_cam,resnet50,0.0,20064.451171875,1.5007412433624268,10.650225639343262,0.03997927295918367
image_00175,grad_cam,mobilenet_v2,0.0,20064.451171875,1.5007412433624268,10.650225639343262,0.03997927295918367
image_00176,grad_cam,resnet50,1.0,28073.7734375,0.7872909307479858,10.747737884521484,0.035235969387755105
image_00176,grad_cam,mobilenet_v2,1.0,28073.7734375,0.7872909307479858,10.747737884521484,0.035235969387755105
image_00177,grad_cam,resnet50,1.0,24015.5390625,1.0893138647079468,10.478217124938965,0.27134486607142855
image_00177,grad_cam,mobilenet_v2,1.0,24015.5390625,1.0893138647079468,10.478217124938965,0.27134486607142855
image_00178,grad_cam,resnet50,1.0,19010.87890625,1.6393308639526367,10.526066780090332,0.19664779974489796
image_00178,grad_cam,mobilenet_v2,1.0,19010.87890625,1.6393308639526367,10.526066780090332,0.19664779974489796
image_00179,grad_cam,resnet50,1.0,26262.955078125,0.9105237722396851,10.700225830078125,0.06806042729591837
image_00179,grad_cam,mobilenet_v2,1.0,26262.955078125,0.9105237722396851,10.700225830078125,0.06806042729591837
image_00180,grad_cam,resnet50,1.0,18350.341796875,1.734336018562317,10.55738639831543,0.11656967474489796
image_00180,grad_cam,mobilenet_v2,0.0,18350.341796875,1.734336018562317,10.55738639831543,0.11656967474489796
image_00181,grad_cam,resnet50,1.0,19598.078125,1.560250997543335,10.581138610839844,0.14720184948979592
image_00181,grad_cam,mobilenet_v2,1.0,19598.078125,1.560250997543335,10.581138610839844,0.14720184948979592
image_00182,grad_cam,resnet50,1.0,24164.958984375,1.076395034790039,10.667533874511719,0.06072624362244898
image_00182,grad_cam,mobilenet_v2,1.0,24164.958984375,1.076395034790039,10.667533874511719,0.06072624362244898
image_00183,grad_cam,resnet50,1.0,14447.36328125,2.4730212688446045,10.401986122131348,0.37990274234693877
image_00183,grad_cam,mobilenet_v2,1.0,14447.36328125,2.4730212688446045,10.401986122131348,0.37990274234693877
image_00184,grad_cam,resnet50,0.0,15322.4775390625,2.2746663093566895,10.460442543029785,0.27138472576530615
image_00184,grad_cam,mobilenet_v2,0.0,15322.4775390625,2.2746663093566895,10.460442543029785,0.27138472576530615
image_00185,grad_cam,resnet50,1.0,18715.734375,1.680952787399292,10.486307144165039,0.25938695790816324
image_00185,grad_cam,mobilenet_v2,1.0,18715.734375,1.680952787399292,10.486307144165039,0.25938695790816324
image_00186,grad_cam,resnet50,1.0,21957.10546875,1.2851828336715698,10.568473815917969,0.1507892219387755
image_00186,grad_cam,mobilenet_v2,0.0,21957.10546875,1.2851828336715698,10.568473815917969,0.1507892219387755
image_00187,grad_cam,resnet50,1.0,17004.197265625,1.9508010149002075,10.478052139282227,0.2642299107142857
image_00187,grad_cam,mobilenet_v2,1.0,17004.197265625,1.9508010149002075,10.478052139282227,0.2642299107142857
image_00188,grad_cam,resnet50,1.0,22114.0,1.2689698934555054,10.67641544342041,0.06951530612244898
image_00188,grad_cam,mobilenet_v2,1.0,22114.0,1.2689698934555054,10.67641544342041,0.06951530612244898
image_00189,grad_cam,resnet50,1.0,29055.708984375,0.7268895506858826,10.722131729125977,0.03260522959183673
image_00189,grad_cam,mobilenet_v2,1.0,29055.708984375,0.7268895506858826,10.722131729125977,0.03260522959183673
image_00190,grad_cam,resnet50,1.0,23483.529296875,1.1366465091705322,10.682510375976562,0.05353156887755102
image_00190,grad_cam,mobilenet_v2,1.0,23483.529296875,1.1366465091705322,10.682510375976562,0.05353156887755102
image_00191,grad_cam,resnet50,1.0,14508.1259765625,2.4584755897521973,10.424129486083984,0.32832429846938777
image_00191,grad_cam,mobilenet_v2,1.0,14508.1259765625,2.4584755897521973,10.424129486083984,0.32832429846938777
image_00192,grad_cam,resnet50,1.0,21039.802734375,1.3848131895065308,10.593121528625488,0.13006218112244897
image_00192,grad_cam,mobilenet_v2,1.0,21039.802734375,1.3848131895065308,10.593121528625488,0.13006218112244897
image_00193,grad_cam,resnet50,0.0,27172.2265625,0.8465914130210876,10.7285795211792,0.027861926020408163
image_00193,grad_cam,mobilenet_v2,0.0,27172.2265625,0.8465914130210876,10.7285795211792,0.027861926020408163
image_00194,grad_cam,resnet50,1.0,16632.16796875,2.0168044567108154,10.481921195983887,0.22807716836734693
image_00194,grad_cam,mobilenet_v2,1.0,16632.16796875,2.0168044567108154,10.481921195983887,0.22807716836734693
image_00195,grad_cam,resnet50,1.0,22945.138671875,1.1867812871932983,10.665292739868164,0.10309709821428571
image_00195,grad_cam,mobilenet_v2,1.0,22945.138671875,1.1867812871932983,10.665292739868164,0.10309709821428571
image_00196,grad_cam,resnet50,1.0,15619.7900390625,2.2123351097106934,10.28076171875,0.45998086734693877
image_00196,grad_cam,mobilenet_v2,1.0,15619.7900390625,2.2123351097106934,10.28076171875,0.45998086734693877
image_00197,grad_cam,resnet50,1.0,17465.1484375,1.8729214668273926,10.636730194091797,0.10088488520408163
image_00197,grad_cam,mobilenet_v2,1.0,17465.1484375,1.8729214668273926,10.636730194091797,0.10088488520408163
image_00198,grad_cam,resnet50,1.0,20396.3671875,1.4600459337234497,10.535127639770508,0.19236288265306123
image_00198,grad_cam,mobilenet_v2,1.0,20396.3671875,1.4600459337234497,10.535127639770508,0.19236288265306123
image_00199,grad_cam,resnet50,1.0,15020.376953125,2.340528726577759,10.343774795532227,0.4175302933673469
image_00199,grad_cam,mobilenet_v2,0.0,15020.376953125,2.340528726577759,10.343774795532227,0.4175302933673469
image_00200,grad_cam,resnet50,1.0,17752.3125,1.826448678970337,10.636672019958496,0.1300422512755102
image_00200,grad_cam,mobilenet_v2,1.0,17752.3125,1.826448678970337,10.636672019958496,0.1300422512755102
image_00201,grad_cam,resnet50,1.0,25346.890625,0.9795721769332886,10.672891616821289,0.05102040816326531
image_00201,grad_cam,mobilenet_v2,1.0,25346.890625,0.9795721769332886,10.672891616821289,0.05102040816326531
image_00202,grad_cam,resnet50,1.0,15782.1591796875,2.179286003112793,10.502108573913574,0.23610889668367346
image_00202,grad_cam,mobilenet_v2,1.0,15782.1591796875,2.179286003112793,10.502108573913574,0.23610889668367346
