dataset,generating_model,attribution_method,judging_model,fill_strategy,occlusion_level,mean_accuracy
imagenet,mobilenet_v2,inputxgradient,resnet50,black,20.0,0.788
imagenet,mobilenet_v2,inputxgradient,resnet50,black,25.0,0.731
imagenet,mobilenet_v2,inputxgradient,resnet50,black,30.0,0.667
imagenet,mobilenet_v2,inputxgradient,resnet50,black,35.0,0.601
imagenet,mobilenet_v2,inputxgradient,resnet50,black,40.0,0.535
imagenet,mobilenet_v2,inputxgradient,resnet50,black,45.0,0.484
imagenet,mobilenet_v2,inputxgradient,resnet50,black,50.0,0.427
imagenet,mobilenet_v2,inputxgradient,resnet50,black,55.0,0.379
imagenet,mobilenet_v2,inputxgradient,resnet50,black,60.0,0.326
imagenet,mobilenet_v2,inputxgradient,resnet50,black,65.0,0.258
imagenet,mobilenet_v2,inputxgradient,resnet50,black,70.0,0.2
imagenet,mobilenet_v2,inputxgradient,resnet50,black,75.0,0.146
imagenet,mobilenet_v2,inputxgradient,resnet50,black,80.0,0.098
imagenet,mobilenet_v2,inputxgradient,resnet50,black,85.0,0.052
imagenet,mobilenet_v2,inputxgradient,resnet50,black,90.0,0.022
imagenet,mobilenet_v2,inputxgradient,resnet50,black,95.0,0.007
imagenet,mobilenet_v2,inputxgradient,resnet50,black,100.0,0.005
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,0.0,0.99
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,5.0,0.988
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,10.0,0.977
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,15.0,0.973
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,20.0,0.964
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,25.0,0.949
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,30.0,0.931
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,35.0,0.908
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,40.0,0.865
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,45.0,0.829
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,50.0,0.781
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,55.0,0.726
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,60.0,0.665
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,65.0,0.591
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,70.0,0.525
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,75.0,0.44
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,80.0,0.368
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,85.0,0.31
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,90.0,0.233
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,95.0,0.216
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,100.0,0.31
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,0.0,0.99
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,5.0,0.979
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,10.0,0.962
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,15.0,0.941
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,20.0,0.918
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,25.0,0.888
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,30.0,0.859
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,35.0,0.817
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,40.0,0.766
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,45.0,0.725
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,50.0,0.67
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,55.0,0.623
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,60.0,0.562
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,65.0,0.488
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,70.0,0.413
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,75.0,0.341
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,80.0,0.253
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,85.0,0.179
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,90.0,0.103
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,95.0,0.042
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,100.0,0.005
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,0.0,0.99
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,5.0,0.982
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,10.0,0.971
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,15.0,0.96
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,20.0,0.937
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,25.0,0.912
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,30.0,0.879
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,35.0,0.838
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,40.0,0.806
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,45.0,0.761
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,50.0,0.699
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,55.0,0.655
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,60.0,0.588
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,65.0,0.526
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,70.0,0.462
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,75.0,0.372
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,80.0,0.283
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,85.0,0.203
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,90.0,0.117
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,95.0,0.044
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,100.0,0.014
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,0.0,0.99
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,5.0,0.981
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,10.0,0.964
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,15.0,0.942
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,20.0,0.927
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,25.0,0.898
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,30.0,0.86
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,35.0,0.825
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,40.0,0.774
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,45.0,0.724
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,50.0,0.662
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,55.0,0.607
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,60.0,0.525
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,65.0,0.448
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,70.0,0.367
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,75.0,0.282
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,80.0,0.206
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,85.0,0.142
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,90.0,0.076
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,95.0,0.023
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,100.0,0.004
imagenet,mobilenet_v2,inputxgradient,resnet50,white,0.0,0.99
imagenet,mobilenet_v2,inputxgradient,resnet50,white,5.0,0.94
imagenet,mobilenet_v2,inputxgradient,resnet50,white,10.0,0.883
imagenet,mobilenet_v2,inputxgradient,resnet50,white,15.0,0.821
imagenet,mobilenet_v2,inputxgradient,resnet50,white,20.0,0.756
imagenet,mobilenet_v2,inputxgradient,resnet50,white,25.0,0.681
imagenet,mobilenet_v2,inputxgradient,resnet50,white,30.0,0.628
imagenet,mobilenet_v2,inputxgradient,resnet50,white,35.0,0.564
imagenet,mobilenet_v2,inputxgradient,resnet50,white,40.0,0.499
imagenet,mobilenet_v2,inputxgradient,resnet50,white,45.0,0.438
imagenet,mobilenet_v2,inputxgradient,resnet50,white,50.0,0.41
imagenet,mobilenet_v2,inputxgradient,resnet50,white,55.0,0.357
imagenet,mobilenet_v2,inputxgradient,resnet50,white,60.0,0.3
imagenet,mobilenet_v2,inputxgradient,resnet50,white,65.0,0.255
imagenet,mobilenet_v2,inputxgradient,resnet50,white,70.0,0.204
imagenet,mobilenet_v2,inputxgradient,resnet50,white,75.0,0.157
imagenet,mobilenet_v2,inputxgradient,resnet50,white,80.0,0.121
imagenet,mobilenet_v2,inputxgradient,resnet50,white,85.0,0.081
imagenet,mobilenet_v2,inputxgradient,resnet50,white,90.0,0.037
imagenet,mobilenet_v2,inputxgradient,resnet50,white,95.0,0.03
imagenet,mobilenet_v2,inputxgradient,resnet50,white,100.0,0.005
imagenet,mobilenet_v2,inputxgradient,vgg16,black,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,black,5.0,0.622
imagenet,mobilenet_v2,inputxgradient,vgg16,black,10.0,0.454
imagenet,mobilenet_v2,inputxgradient,vgg16,black,15.0,0.354
imagenet,mobilenet_v2,inputxgradient,vgg16,black,20.0,0.276
imagenet,mobilenet_v2,inputxgradient,vgg16,black,25.0,0.221
imagenet,mobilenet_v2,inputxgradient,vgg16,black,30.0,0.183
imagenet,mobilenet_v2,inputxgradient,vgg16,black,35.0,0.152
imagenet,mobilenet_v2,inputxgradient,vgg16,black,40.0,0.122
imagenet,mobilenet_v2,inputxgradient,vgg16,black,45.0,0.095
imagenet,mobilenet_v2,inputxgradient,vgg16,black,50.0,0.071
imagenet,mobilenet_v2,inputxgradient,vgg16,black,55.0,0.05
imagenet,mobilenet_v2,inputxgradient,vgg16,black,60.0,0.039
imagenet,mobilenet_v2,inputxgradient,vgg16,black,65.0,0.023
imagenet,mobilenet_v2,inputxgradient,vgg16,black,70.0,0.012
imagenet,mobilenet_v2,inputxgradient,vgg16,black,75.0,0.012
imagenet,mobilenet_v2,inputxgradient,vgg16,black,80.0,0.01
imagenet,mobilenet_v2,inputxgradient,vgg16,black,85.0,0.007
imagenet,mobilenet_v2,inputxgradient,vgg16,black,90.0,0.006
imagenet,mobilenet_v2,inputxgradient,vgg16,black,95.0,0.006
imagenet,mobilenet_v2,inputxgradient,vgg16,black,100.0,0.005
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,5.0,0.939
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,10.0,0.923
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,15.0,0.907
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,20.0,0.869
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,25.0,0.833
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,30.0,0.799
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,35.0,0.752
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,40.0,0.696
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,45.0,0.639
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,50.0,0.567
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,55.0,0.494
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,60.0,0.426
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,65.0,0.351
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,70.0,0.276
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,75.0,0.208
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,80.0,0.15
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,85.0,0.101
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,90.0,0.05
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,95.0,0.035
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,100.0,0.112
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,5.0,0.889
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,10.0,0.823
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,15.0,0.744
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,20.0,0.685
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,25.0,0.613
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,30.0,0.558
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,35.0,0.472
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,40.0,0.411
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,45.0,0.347
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,50.0,0.293
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,55.0,0.234
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,60.0,0.179
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,65.0,0.134
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,70.0,0.104
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,75.0,0.071
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,80.0,0.057
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,85.0,0.032
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,90.0,0.018
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,95.0,0.01
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,100.0,0.005
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,5.0,0.907
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,10.0,0.86
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,15.0,0.79
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,20.0,0.74
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,25.0,0.694
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,30.0,0.622
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,35.0,0.553
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,40.0,0.494
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,45.0,0.41
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,50.0,0.352
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,55.0,0.287
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,60.0,0.234
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,65.0,0.179
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,70.0,0.135
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,75.0,0.089
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,80.0,0.065
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,85.0,0.04
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,90.0,0.02
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,95.0,0.011
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,100.0,0.009
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,5.0,0.883
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,10.0,0.805
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,15.0,0.728
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,20.0,0.661
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,25.0,0.618
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,30.0,0.554
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,35.0,0.477
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,40.0,0.427
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,45.0,0.381
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,50.0,0.334
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,55.0,0.288
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,60.0,0.23
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,65.0,0.173
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,70.0,0.141
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,75.0,0.112
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,80.0,0.073
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,85.0,0.049
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,90.0,0.021
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,95.0,0.009
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,100.0,0.003
imagenet,mobilenet_v2,inputxgradient,vgg16,white,0.0,0.952
imagenet,mobilenet_v2,inputxgradient,vgg16,white,5.0,0.596
imagenet,mobilenet_v2,inputxgradient,vgg16,white,10.0,0.459
imagenet,mobilenet_v2,inputxgradient,vgg16,white,15.0,0.362
imagenet,mobilenet_v2,inputxgradient,vgg16,white,20.0,0.277
imagenet,mobilenet_v2,inputxgradient,vgg16,white,25.0,0.232
imagenet,mobilenet_v2,inputxgradient,vgg16,white,30.0,0.187
imagenet,mobilenet_v2,inputxgradient,vgg16,white,35.0,0.167
imagenet,mobilenet_v2,inputxgradient,vgg16,white,40.0,0.138
imagenet,mobilenet_v2,inputxgradient,vgg16,white,45.0,0.11
imagenet,mobilenet_v2,inputxgradient,vgg16,white,50.0,0.085
imagenet,mobilenet_v2,inputxgradient,vgg16,white,55.0,0.072
imagenet,mobilenet_v2,inputxgradient,vgg16,white,60.0,0.053
imagenet,mobilenet_v2,inputxgradient,vgg16,white,65.0,0.037
imagenet,mobilenet_v2,inputxgradient,vgg16,white,70.0,0.034
imagenet,mobilenet_v2,inputxgradient,vgg16,white,75.0,0.024
imagenet,mobilenet_v2,inputxgradient,vgg16,white,80.0,0.02
imagenet,mobilenet_v2,inputxgradient,vgg16,white,85.0,0.016
imagenet,mobilenet_v2,inputxgradient,vgg16,white,90.0,0.01
imagenet,mobilenet_v2,inputxgradient,vgg16,white,95.0,0.005
imagenet,mobilenet_v2,inputxgradient,vgg16,white,100.0,0.005
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,5.0,0.962
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,10.0,0.924
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,15.0,0.876
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,20.0,0.823
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,25.0,0.771
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,30.0,0.722
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,35.0,0.659
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,40.0,0.612
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,45.0,0.556
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,50.0,0.513
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,55.0,0.461
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,60.0,0.399
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,65.0,0.343
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,70.0,0.285
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,75.0,0.227
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,80.0,0.152
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,85.0,0.099
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,90.0,0.055
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,95.0,0.017
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,100.0,0.005
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,5.0,0.988
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,10.0,0.982
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,15.0,0.978
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,20.0,0.97
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,25.0,0.959
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,30.0,0.945
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,35.0,0.936
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,40.0,0.91
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,45.0,0.884
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,50.0,0.854
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,55.0,0.812
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,60.0,0.768
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,65.0,0.715
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,70.0,0.628
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,75.0,0.557
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,80.0,0.473
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,85.0,0.372
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,90.0,0.303
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,95.0,0.232
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,100.0,0.31
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,5.0,0.983
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,10.0,0.967
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,15.0,0.951
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,20.0,0.932
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,25.0,0.917
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,30.0,0.896
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,35.0,0.87
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,40.0,0.833
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,45.0,0.801
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,50.0,0.75
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,55.0,0.707
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,60.0,0.671
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,65.0,0.618
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,70.0,0.562
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,75.0,0.474
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,80.0,0.398
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,85.0,0.291
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,90.0,0.19
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,95.0,0.063
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,100.0,0.005
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,5.0,0.984
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,10.0,0.976
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,15.0,0.962
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,20.0,0.947
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,25.0,0.93
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,30.0,0.914
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,35.0,0.892
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,40.0,0.863
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,45.0,0.832
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,50.0,0.809
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,55.0,0.763
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,60.0,0.719
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,65.0,0.663
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,70.0,0.598
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,75.0,0.522
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,80.0,0.437
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,85.0,0.317
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,90.0,0.193
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,95.0,0.077
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,100.0,0.014
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,5.0,0.983
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,10.0,0.971
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,15.0,0.953
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,20.0,0.936
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,25.0,0.922
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,30.0,0.899
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,35.0,0.876
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,40.0,0.839
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,45.0,0.807
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,50.0,0.75
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,55.0,0.708
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,60.0,0.649
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,65.0,0.603
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,70.0,0.517
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,75.0,0.434
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,80.0,0.326
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,85.0,0.236
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,90.0,0.134
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,95.0,0.045
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,100.0,0.005
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,0.0,0.99
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,5.0,0.953
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,10.0,0.896
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,15.0,0.849
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,20.0,0.781
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,25.0,0.742
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,30.0,0.671
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,35.0,0.625
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,40.0,0.573
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,45.0,0.513
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,50.0,0.457
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,55.0,0.407
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,60.0,0.37
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,65.0,0.317
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,70.0,0.271
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,75.0,0.214
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,80.0,0.149
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,85.0,0.102
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,90.0,0.064
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,95.0,0.031
